epsilon,k0,n,log_prob
0.07609907466584205,0.016032974936677956,0.006086494313233992,-2.444500390212496
0.06604153475839837,0.01721860696123223,0.7129471147806297,-1.6338701011317553
0.06117069217222662,0.019444218003181808,0.4331891335466613,-1.505123603539877
0.07503799388475778,0.015929052413734428,0.9621052369718825,-1.9795285143925547
0.06220250450934843,0.015429796487429795,0.852248540453684,-1.4554504699264876
0.07297860693415995,0.03484657543282767,0.8589035718509286,-2.169337722993885
0.07509111124725329,0.025811224909023277,0.008129290908053033,-2.756943487943103
0.07836983458315555,0.01989291233663486,0.9859015167106066,-2.193232146329588
0.07501808991941944,0.022614355650917007,0.3625793364324065,-2.306638710566642
0.0751285293923252,0.03630913400353048,0.07570389375749374,-3.393781832541986
0.0795607259057865,0.039181070921976445,0.25198908935129416,-3.8292001061882526
